,User_ID,user_name,restaurant_name,comment,rating
14,1015,Jonathan S.,Opium,Ordered beef rendang thought overpriced realized much meat theyd given service impeccable Highly recommend,2
15,1016,Lars S.,Opium,salmon Noodle awesome seasoning duck well beef dishes however meet expectations beef always gamble aisia ask friendly staff name Marvin,5
16,1017,Shandos C.,Opium,Gorgeous little cocktail bar restaurant lots atmosphere bars along busy strip screens showing football decided skip favour bar corner initially live musician playing traditional music cocktails fantastic especially presentation However expensive drinks visiting Malaysia ringgit tax service added AUD much less Id pay Sydney bars,3
17,1018,Ross H.,Opium,favorite meal KL creative cocktails solid food highly recommend wings Great atmosphere service,5
18,1019,Peter L.,Opium,Opium KL open since last year already feels like fixture Bukit Bintang good reason Start beautiful space prime corner location good food cocktails cheerful staff great place relax enjoy retro Chinese décor inviting patio addition nice booths regular tables past three trips also live music traditional Chinese string instrument also added atmosphere really love cocktails even though normally stick traditional cocktails creativity presentation awesome normally start Eastern Aviation twist Aviation using cherry liquor instead crème de violette also love Shanghailander nice balance peated whiskey lemon juice presentation Shades Grey quite creative food mix local Chinese food black pepper dumpling bit soggy Better Sugarcane prawns fried nicely black fried rice also quite good Ive enjoyed beef rending served buns occasions Ive KL times past year time Ive ended Opium good reason many things quite well,4
19,1020,T S.,Opium,Ambiance stunning Live music Guzheng Fabulous service Delicious food busy happening street heart KL Walking distance many hotels must KL,2
20,1021,Kevin W.,"Ali, Muthu & Ah Hock",Ali Muthu Ah Hock Kopitiam true Malaysia judging name guess serve three Chinese Malay Indian cuisine one roof understanding famous nasi lemak place PJ branched start kopitiam Id say nasi lemak actually really good although pretty pricey time meehun soto quite good Hainanese chicken rice chicken chop really good place famous lunch find parking area close impossible Service pretty fast food fast preparation time nasi lemak already ready price rather reasonable RMRM,1
21,1063,Hannah E.,"Ali, Muthu & Ah Hock",First breakfast KL nasi lemak ayam chose get seems surprised anyone ordering chicken Everyone else place scarfing sweet egg toasts milky coffee took forever get think first order day fair warned would take ten minutes well bad forgetting southeast Asians mean ten minutes minutes came worth Scorching hot freshly fried tender chicken pieces tiny fish peanuts pile deep red savory spicy sambal mix saturated coconut rice satisfying mix Topped excellent barley milk tea first nonoversugared specimen Id ever well fueled complete hot day walking,5
22,1023,Mansa C.,"Ali, Muthu & Ah Hock",rd time Ive experienced completely incompetent service staff cannot handle large crowds Food drinks come randomly one friend waited minutes food showed rest us finished eating point honest food worth wait people stay hell away kitchen cant cope,5
23,1024,Muhi L.,"Ali, Muthu & Ah Hock",Perfect representation old school Malaysia Highly recommend Nasi Lemak Ayam Goreng Fast clean,5
24,1053,Vanessa O.,"Ali, Muthu & Ah Hock",name place already giving hint cuisines find Malaysia yes mixture Malay Indian Chinese cuisines Malaysia speak Located near Petaling Street plenty parking spaces available night extra careful area slightly notorious gangs around area seek money looking parking spaces interior offers vintage feel paints scrap partially run look one main selling point kopitiam concept favourite definitely nasi lemak definitely one best Ive ever far place nice place hangout enjoy local cuisine good place locals students well tourist meal Price Definitely reasonable Go ahead order Nasi Lemak Highly recommended,3
25,1026,Wai Min K.,"Ali, Muthu & Ah Hock",stumbled upon kopitiam really Im glad drawn attracted name kopitiam Ali Muthu Ah Hock respectively typical Malay Indian Chinese names really like setting kopitiam good mix old new also playing mix Malay Indian Chinese songs thought really awesome Okay might gotten little bit excited played Zee Avi Zainal Abidin Anyway food well lontong RM Hainanese chicken chop RM thought lontong okay really enjoyed Hainese chicken chop definitely back,1
26,1027,Sandra Y.,"Ali, Muthu & Ah Hock",name suggests Ali Muthu Ah Hock AMAH Kopitiam definitely foodstop time favourite Malaysian cuisines get famous Malay Chinese Indian foods one roof said Kopitiam symbolises Malaysian diversity love food brings us together situated near police station right beside Old China Cafe Throughout meal playing songs sung composed Malaysian talents definitely living Malaysian image bowl lontong ordered huge least portion huge nasi impit rice cake great tough texture refrigerated serving sayur lodeh coconut based soup bad though generous portion vegetables going RM Hailam Chicken Chop slightly mediocre juicy chicken chop served tomato sauce beans fries sliced vegetables side Sadly fries limp salty liking plate chicken chop costs RM would ordered Nasi Lemak instead knew AMAH wellknown guess Ill revisit try infamous dish Also AMAH branch Oasis Ara Damansara live around area,5
27,1028,Juan S.,"Ali, Muthu & Ah Hock",ordered Roti Jala Comes chicken curry Flavor aromatic spicy Kampung Nasi goreng good Topped fried egg place jammed lunch crowd back interior decor nice like mama store,5
28,1074,Grace Y.,"Ali, Muthu & Ah Hock",rather large breakfast one morning Great nasi lemak also roti chicken never kind stringy roti delicious Highly recommended real Malaysian food,4
29,1030,Bathori T.,"Ali, Muthu & Ah Hock",Came nasi lemak well tho ayam crispy sauce tasty,2
30,1031,Arnab B.,"Ali, Muthu & Ah Hock",fabulous little difficult locate first man amazing try everything menu tempted course eat much fabulous experience start finish Quaint little gem,4
31,1032,Fairuz Z.,"Ali, Muthu & Ah Hock",One little known places Petaling Street area kopitiam attractions among backpackers communities food obviously authentic malaysian Love roti jala nasi lemak wish served ABC Cendol,3
32,1033,Ivan L.,"Ali, Muthu & Ah Hock",Nasi Lemak currently listed one healthiest breakfast Time magazine famous nasi lemak must try served fried chicken marinated herb n spices food Environment Service,5
33,1034,Eveline L.,"Ali, Muthu & Ah Hock",Ali Muthu Ah Hock branch Oasis Ara Damansara located behind Old Town Kopitiam,4
34,1035,Jason Y.,"Ali, Muthu & Ah Hock",Well known Malaysian food Ali Muthu Ah Hock seems like one newly hyped Malaysian cuisine restaurant many places able actually produce good Malaysian food right tried see well could amaze tastebuds boy disappointed Nasi Lemak Ayam Goreng definitely overrated really good fan nasi lemak Ive tried many places must say one really good ones Chicken hot freshly fried overcooked still really juicy crispy chicken skin also tried kerang curry cockles curry alright although cockles quite big juicy wouldve liked Prices slightly high side Malaysian food average Rm cheapest place eat definitely worth try,3
35,1036,Louis H.,Kedai Makanan Yut Kee,Authentic flavor guaranteed able found else got try soup noodle chicken chop disappointed cheap yet astounding flavored Shop abit old part culture,4
36,1037,Andrew B.,Kedai Makanan Yut Kee,ate family four speaking Malay pleasantly surprised Staff helpful food good variety different dishes included Chinese rice quail garlic naan roti Kids picky enjoyed also Lucky got place full Would eat whole meal four drinks came r,3
37,1038,Jasmine C.,Kedai Makanan Yut Kee,first time new place despite difficulty parking nearby Im liking new place lot spacious brighter Service quick menus passed us soon sat also wait long food served Hainanese pork chop came portion decent found quite tasty dry worried would Lum Mee also bad bit bland start easily remedied black vinegar also fond memories places roti babi marble cake nice walk memory lane dining,2
38,1070,Shuen P.,Kedai Makanan Yut Kee,Yut Kee restaurant serves traditional Hailam style breakfast lunch use work nearby Yut Kee one favourite lunch time places start classic famous chicken chop pork chop roti babi hokkien mee Cantonese style noodles fish porridge noodle soup many others tried belacan fried rice Im loyal person Im something Ill always order dish Belacan fried rice favourite dish Yut Kee drink always barley lime people purposely Friday famous roasted pork roll find little overrated overpriced Whenever lunch usually take away kaya roll snack tea time people prefer butter cake Im kaya roll lunch sometimes early morning work breakfast Usually traditional half boiled eggs steamed bread sometimes fish porridge good day always starts good breakfast,1
39,1040,Jay Sern C.,Kedai Makanan Yut Kee,Roasted pork roti Babi pork bread pork chop Hainanese noodle toast bread good Service good Prepare wait min Highly recommended,1
40,1041,Penny W.,Kedai Makanan Yut Kee,Yut Kee definitely one oldest operating Hailam restaurants town offer main course meals cakes went around almost full house nonetheless managed get spot food served people started waiting outside restaurant already many chairs available sit waiting turn advice early want eat got try fish chips pork chop chicken chop portion definitely worthy price One famous dishes pork chop unfortunately disappointing meat tough hard time chewing two dishes quite enjoy fried fish fillet tad oily Oh right forget mention difficult find parking went almost rounds around area get parking spot,5
41,1078,Eugene L.,Kedai Makanan Yut Kee,probably one earliest Hainanese Coffee Shops Kuala Lumpur place also called Jacks remembered correctly dad place famous Kaya Rolls Marble Cakes Although lately quality decline lately still nice though place usually packed breakfast lunch hours frequent people working nearby signature dishes Belacan Fried Rice Roti Babi Hainanese Chickenpork chops Pork Roast fish porridge personal favourite got Chicken Chop finish servings mean Im glutton maybe portion little small would say beauty dine actually environment authentic experience find KL looking old fashionvintage Chinese Coffee Shop,1
42,1043,Julian O.,Kedai Makanan Yut Kee,Ive coming past years even used much smaller coffee shop could barely fit tables Hainanese Chicken Chop Hailam Mee clear standouts hard pressed find either dish KL dishes executed better Chicken Chop comes tender chicken thigh ever light delicate brown sauce Hailam Mee packs punch flavor salty right balance sweetness Perfect hearty breakfast Get dishes hungry,5
43,1044,Stan N.,Kedai Makanan Yut Kee,welcoming warm service eatery patient friendly wait staff owner Came famous Roti Babi disappointed Roti nicely toasted warm soft fluffy Within nicely seasoned filling pork hence Babi onions Wished could eat also ordered Hailam Mee also good good portion pork lard Yums Must come back chicken chop noticed comes side toast,4
44,1071,Sue F.,Kedai Makanan Yut Kee,love place nostalgia factor little sad moved new location last year found food quality pork chops still good Hailam mee still slippery slimy remembered favourite always marble cake Typical Hainanese style cakes oilier people used absolutely devour every time make visit Amazingly owners also managed keep setting place similar reusing furniture previous lot Yut Kee always special place heart hope never see go,1
45,1049,Alexander Kim Wooi L.,Kedai Makanan Yut Kee,legendary Yut Kee moved front row shop beside main road shop behind around year ago nothing crowd changed Thats even morning breakfast crowd still mainly comprised working nearby Friday weekends serving infamous pork loin even earlier pork loin runs pretty quickly said yes serve weekdays note avoid disappointment Lum mee another repeated order Im course would personal preference noodles use prepare lum mee thicker usual lum mees would find elsewhere familiar Yut Kee would know chicken chop well definitely evoke feelings nostalgia sauce bite serve pork loin signature dish would know place nonhalal next thing also like place would roti babi piece toast coated egg heavily buttered fried golden brown wrapping full load pulled pork prepared lot onions owner told eat LP sauce personally find equally distinct tasting Definitely place mind waking early breakfast weekends small old shop lots comfort foods,5
46,1047,Chong-Te O.,Kedai Makanan Yut Kee,hard find good authentic traditional Malaysian Hainanese food days coming Yut Kee since little boy family run business stood test time still going strong years,1
47,1048,Michelle C.,Kedai Makanan Yut Kee,plenty hype surrounding place one needs lot patience especially since line insanely long went Saturday afternoon family wait hour half get management reliable waiting list system sating area waiting food good lives name also affordable opinion Lum Mee one best dishes well pork chop Prices reasonable,4
48,3000,Gladys Y.,Kedai Makanan Yut Kee,probably billions years ago boyfriend first brought pork chop place promised going delicious still go regularly Previously place tried maintain essence Malaysian heritage renovating shop yellowish walls colourful windows tiles even antique furniture cutleries Eventually shop gets famous failed contain number visitors especially weekends making huge queue time pay visit However end renovated new bigger place still maintaining heritage feel way less crowded organized Good job Yut Kee favourite dishes restaurant staple orders pork chop kaya French toast nasi goreng kampung normally tapao handmade kaya spread kaya roll cake planning visit shop anytime soon please try dishes mentioned seriously tasty never eliminate even one dish time visit Price wise expensive totally worth boyfriend normally spend around RM inclusive foods packed home Go go go try yet,4
49,1050,Rebecca W.,Kedai Makanan Yut Kee,Yut Kee around ages famous serving Hainanese cuisine moved new location Jalan Kamunting KL place still packed usual One signature dishes Hainanese Chicken Chop fried chicken topped brown sauce potatoes mixed vegetables chicken moist like brown sauce lot flavourful tried Pan Fried Mee Sua surprisingly good expecting much mee sua crispy taste fragrance garlic tasted close ones aunty used make young serve amazing kaya rich texture sweet amazing kaya serve nice Kaya Swiss Roll rolls buttery light kaya filling heavenly Yut Kee really nice kopitiam authentic Hainanese cuisine reasonable price downside would probably crowd waiting time,2
50,1051,Evonne M.,Kedai Makanan Yut Kee,really best place get nice food kl mind ordering fried loh mee skip rest,5
51,1080,Julian T.,Kedai Makanan Yut Kee,Yut Kee around long time people still crowd classic place often visit lunch break classes thats offices lunch makes hard find seats usually decide park open carparks around particularly remember look ones perentry rates known Pork Chop Bun Roti Babi love Pork Bun greasy delight might regret devouring many later prefer nonpork options also Chicken Chop tastes good also dishes like Belacan Fried Rice French Toast delicious well sweet delights also famous Kaya Rolls recently felt like taste good anymore Maybe day Ill find visit,2
52,1053,Vanessa O.,Kedai Makanan Yut Kee,restaurant moved new building mom used stop car road side buy us kaya swiss rolls days reminiscing teenage life Since new building made headlines restaurant garnered enough media attention well publics attention Ever since place filled people need wait seated walk like First expect long queue worry plenty chairs sit waiting Expect share tables strangers like thats reality restaurant became famous place order expected eat leave soon Since queue long outside usually people stare make feel uncomfortable Food quality wise fantastic anymore Foreigners cooking meals days cant expect favourite chicken chop toast bread noodles chicken rice good finished food please make payment counter,5
53,1054,Christine W.,Kedai Makanan Yut Kee,Like walking corner bygone era took train walked parking problem get busy prepared wait Order variety things including roti baba soft boiled eggs etc,2
54,1055,Ann C.,Kedai Makanan Yut Kee,favourite place ever Food served almost immediately Prices cheap Yes wait reservations turn quick prepared share tables guests recommend hainanese Chicken Chop also roast pork weekends many choices noodles rice dishes Authentic old school coffee shop feel childhood favourite May biased still favourite place ever,3
55,1056,Ornnicha A.,Hong Kee Claypot Chicken Rice,second time Hong kee searching best authentic clatpot KL long place let u disappointed came around line hour get table food came good added Chinese sagsage salted fish service nice friendly saw thried take picture group trying help us family staff cuteeee,3
56,1057,Alex P.,Hong Kee Claypot Chicken Rice,Definitely great spot try claypot chicken Food super tasty plentiful however need look bones chicken big surprise type cuisine,3
57,1058,L B.,Hong Kee Claypot Chicken Rice,Really cool theyre able replicate dish outside Ive waited longer brick brick dish Warning saltysalted fish super pungent salty might want get without different pot sizes one two three people two feed three make sense lol whos first,1
58,1059,Suria N.,Hong Kee Claypot Chicken Rice,Earlier tonight shared table another couple kind enough let us sat together table claypot chicken rice lap chong Chinese sausages delicious love complimented dinner young coconut Perfect dinner MYR SGD two us,5
59,1060,Vinay P.,Hong Kee Claypot Chicken Rice,Pretty good freshly cooked claypot chicken cheap beers Rice nicely seasoned slightly crispy Unfortunately vegetarian claypot options,1
60,1061,Kira N.,Restoran Kin Kin,ever go life missing irresistible dish dish none OG chili pan mee Restoran Kin Kin love first bite flavor plowed like wrecking ball Im exaggerating dried fish right amount chili along fried onions perfectly soft yet chewy noodles gave tastebuds first ever wondrously unforgettable experience last lifetime one go life without experiencing superbly flavorful dish one person go get,2
61,1062,Angelo B.,Restoran Kin Kin,Came bfast Ive never pan mee benchmark say pan mee good Great combination strong flavors chilli extremely delicious hole wall type place seemed full locals complete steal rng approx usd try return,1
62,1063,Hannah E.,Restoran Kin Kin,great example place one menu item perfectly need add variety want chili pan mee come go elsewhere Simple dish simple well noodles anchovy pieces fried like bacon first thought bacon minced pork soft boiled egg waiting cracked yolk used broth sorts accompanying bowl soft dark green leaves mild broth keeps burning excessive table chili guaranteed put taste good good people apparently try buy straight owner written tile wall Sharpie sell separately,5
63,1064,Andrea W.,Restoran Kin Kin,restaurant located really random place place really small shabby came chili pan mee delicious bowl noodles quite small noodles meat sauce egg Soup came side chili table additional spice flavor thoroughly enjoyed noodles highly recommend could also serve snack portions quite small get two bowls,2
64,1065,Chang L.,Restoran Kin Kin,great example small shop hospitality noodles definitely good takes cake much owner cares business customers Walking unassuming little shop prices written walls expecting much maybe even little less Instead overwhelmed pleasant owner helped us order meals attentive obviously proud noodles deserves stars way,5
65,1066,ChauPha N.,Restoran Kin Kin,boyfriend visit Restoran Kin Kin vacation Malaysia checked Yelp noticed place lot good reviews decided stop chili pan mee also look delish first walk someone tell take seat order drinks wait chili pan mee come explains Restoran Kin Kin menu offer chili pan mee drinks offer herbal tea also whatever soft drinks cooler really liked chili pan mee noodle definitely homemade taste speak Portion size kinda small big appetite might need order another bowl Overall would recommend Restoran Kin Kin,4
66,1067,Karen T.,Restoran Kin Kin,chili pan mee institution Love texture homemade noodles spiciness chili flakes creaminess poached egg Definitely must heart KL worth braving jam,4
67,1068,佩,Restoran Kin Kin,first happy finally find place eat noodle Kuala Lumpur excited come However first ask friend permission let people sit us round table usually us suddenly let two person sit table us waiter service bad know English never gave us menu asked us eat asked menu long time never gave us understand English foreigner around know menu last wait confirmation placed noodle chef even know order noodle waiter placed ok best bad either thats giving star review everything bad disappointed local food restaurant Malaysia,1
68,1069,Cat T.,Restoran Kin Kin,dishes friend ate trip Malaysia agreed dry Chili Pan Mee noodles Restoran Kin Kin best ate savory noodle dish Kin Kin also another restaurant right across street Hands Restoran Kin Kin way better noodles glutinous chewy sauce perfect balance seasonings poached egg done right dish basically comes side soup simple good friend know order menu shortly sat waiter gave us dry version Later saw wall order dry soup version,3
69,1070,Shuen P.,Restoran Kin Kin,Kin Kin Pan Mee one favorite lunch time places back working Kuala Lumpur minutes walk workplace colleagues still goes lunch despite walk hot scorching sun love chilli pan mee extent stealing chilli information pictures people stealing chilli displayed wall despite CCTV installed Besides chilli pan mee also serve yong liu mixtures fuchuk fish balls meat balls downside place ventilation system shop hot stuffy worth love chilli pan mee Even though Im longer working Kuala Lumpur sometime still go back chilli pan mee,1
70,1071,Sue F.,Restoran Kin Kin,love Kin Kin make best chilli pan mee KL uncle owns shop makes noodle scratch makes chilli mix shop every morning chilli always add sparingly star dish really hot try little first add go poached egg top thing whole dish dry sweet potato leaf soup side also good Oh theres another Kin Kin outlet Publika food court nothing beats taste noodles original shopA lot shops try copy style quality Kin Kin theyre even close uncle told hes flattered lot people try copy hes also upset credit,1
71,1072,YongJie L.,Restoran Kin Kin,Kin Kin Pan Mee best Chilies Pan Mee town Well least believe famous chilies Pan Mee came know restaurant introduced colleagues took LRT walked way good willing walk far first impression air cond TT sweating like hell long walk restaurant looks like typical chinese kopitiam quite stuffy inside think crowd even spotted customers eating blazer thinking must damn good turns really love Chillies Pan Mee Something think differs others chillies pan mee town noodles good smooth porched eggs branch Publika Food court taste big difference main branch original taste vs air cond chose air cond Publika Food Court became another dinner spot,2
72,1073,Qui C.,Restoran Kin Kin,husband came offhour wait whole restaurant make one thing chili pan mee raise hand showed older Chinese gentleman fingers within minutes two bowls chili pan mee came absolutely loved dish lots chili husbands favorite meal trip,3
73,1074,Grace Y.,Restoran Kin Kin,one item menu basically thats get boy right noodle perfectly al dente sauce meaty flavorful definitely fan,3
74,1075,Andy S.,Restoran Kin Kin,surprised good Great texture homemade noodles One dish restaurant done well,1
75,1076,Ah M.,Restoran Kin Kin,battle Kin Kin vs Super Kitchen across Kin Kin good books somehow Kin Kin upper hand place newly renovated like old decor minus rusty oil crusted kitchen equipment Nothing spoonful cili cant fix though favourite mine,2
76,1077,Maggie T.,Restoran Kin Kin,would say prefer Face Face kinda famous Chilli Pan Mee well maybe really taste Im looking Well yes established traditional way cooking Im sorry still like FF find texture towards softer version place look pretty old vintageish really recommend refurbish place cleaner tidier look alleys everything else looked kind dodgy might attract dengue maybe rats cockroaches knows man Pricing noodles average reasonable price Choices drinks many Well honest parking might issue come peak hours lots car workshops around area make sure park car reserved spot parking lots available back shop park car,5
77,1078,Eugene L.,Restoran Kin Kin,self proclaimed diehard fan chili pan mee lover Kin Kin Pan Mee probably holy grail Chili Pan Mee real originators awesome delicacy Kin Kin Pan Mee situated one shoplots chow kit jalan sultan ismail place usually packed given day even weekdays Almost every time visited place would usually eat two bowls chili pan mee awesome believed words know actually people came meal stole whole tub dry chillies home extent owner got choice install CCTV cameras shop deter crazy customers tried chili pan mee highly recommend visit restaurant costs truly savour real chili pan mee really good,1
78,1091,Ian L.,Restoran Kin Kin,Pan mee lovers surely know place Famed chilli pan mee unassuming shop Kampung Baru favorite pan mee town springy flour noodles topped soft poached egg minced pork crunchy anchovies secret dish unlimited supply dry panroasted chilli flakes prepared wait least mins mins dish though,2
79,1080,Julian T.,Restoran Kin Kin,Kin Kin probably one popular Chilli Pan Mee shops town actually first CPM man fell love Amongst CPM shops around feel Kin Kin best flavored chilli chilli actually gives noodles part taste whereas places chilli used add spiciness Another delicious dish order Pork Balls wonderful side dish goes perfectly bowl noodles safe say visit place least week Ill never stop CPM comes one size say many bowls want instead choosing size,1
80,1081,Horton L.,Songket Restaurant,eat thousands meals throughout lives forget always dishes never forget one meals relaxing hour couple massage wife relaxed ofcourse hungry looked phone see around eat Fortunately Songket right next door tucked away back ally great reviews glad went life changing experience minutes closing afraid nothing pan drips left us lick case friendly waiters seated us smile act like close inconvenience acted like VIP customers waiting day long quickly apologized fact missed live Malaysian dance show courtyard bummer decided sit courtyard anyway decorated perfectly little urban tropical oasis late feb night perfect temperature however get mosquito bite food experience magic Everything night delicious food really put American restaurant scene shame delicious appetizer Malaysian prawns spicy coconut sauce famous beef dish main course ordered two cocktails tasty also looked like art flavor exploded mouths perfect ending spa day place MUST Kuala Lumpur sure back next time Im KL,2
81,1082,Kin C.,Songket Restaurant,Great experience Delicious satay soft flavorful giant prawns coconut sauce reminscient Tom yum soup less spicy chef special rice fragrant sweetened coconut starfruit juice fresh Prices middle road search menu online went Wednesday night right time pm show traditional dances music entertainment Guests encouraged participate using blowdart jumping bamboo Friendly service helped call cab app,3
82,1083,Victor K.,Songket Restaurant,Touristy great fun Typical Malaysian dishes Great food service bit slow packed understood Good value owner Philip walks around meeting guests owner Philip walks around meeting guests checking orders Traditional dancing nice touristy touch,1
83,1084,Yusuke M.,Songket Restaurant,went days tour Malaysia colleagues recommendation Malaysia traditional foods tasty dance nice recommend want enjoy Malaysia foods dance,4
84,1085,Lucy Y.,Nasi Lemak Antarabangsa,Delicious Super reasonably priced tour driver recommended place us soon took bite spicy sauced rice understood fried chicken leg juicy perfect loved,5
85,1086,Dea D.,Nasi Lemak Antarabangsa,wondered many people queued joined found seat ate friends enjoying environment Nasi Lemak Really really great swear warm delicious sambal also also spicy sweet big portion Great enjoying environment Totally recommend,3
86,1087,Alfie C.,Nasi Lemak Antarabangsa,Ive fan Nasi Lemak kid remember staying UK months Nasi Lemak first thing came across mind moment hard find Nasi Lemak days staying abroad many Malaysian restaurants countries bet got Nasi Lemak menu Well Nasi Lemak go international long time Kampung Baru got Nasi Lemak Antarabangsa go abroad days international nasi lemak Nasi Lemak Antarabangsa service Malaysian stomachs quite times various types Nasi Lemak menu Well thats reason western cuisines Nasi Kerabu Nasi Lemak ordered plate Beef Nasi Lemak Im really satisfied result came onto table plate extravaganza include medium portion coconut rice boiled egg fried anchovies cow lungs also bergedil quite generous giving sambal paste well something like food sellers heard already branches outside KL area well Im pretty sure,1
87,1088,Trena M.,Cantaloupe,Sunday brunch food delicious service impeccable view stunning Brunch tapas style set menu pretty much order however much like Brunch pricey plenty seafood meat baby squid eel lamb beefc see Everything fresh tell food quite high quality favorite poached egg tomato avocado wish nonseafood meat options Even stuffed end sweet tooth resist trying deserts favorites rice pudding semolina cake neither overly sweet Portions small perfect tasting bit everything reordering favorites definitely want come back evening city lit,3
88,1089,Abby H.,Cantaloupe,absolutely amazing service top notch Degustation menu love every dish interesting tasty combination ingredients put together beautifully Highly recommend Would come back try courses lunch menu,3
89,1090,Julie Y.,Cantaloupe,one fancy restaurants Ill never able afford thanks job Ive opportunity dine Cantaloupe first thing notice quiet place automatically walk little slower talk little softer eat little daintier Start meal predrink bar Claret soak majestic sight Cantaloupe offers spectacular view KL city twin towers dining dazzling lights alone enough impress partner Food innovation chef experiments various elements never failing inject wow factor whether presentation taste dish Carnivores miss wagyu beef steak heavenly mix textures flavours selection wine champagne rather extensive feel obliged pop open bottle justify beautiful ambiance sure take lots photos,2
90,1091,Ian L.,Cantaloupe,Easily one best fine dining restaurants town Cantaloupe go money spend Stylishlyoutfitted minimal designs place also offers stunning view KL skyline menu curated talented chef Chris Bauer delight express lunch set good way learn fine dining spot affordable price many dishes standouts eg foie gras sate peanut butter sauce money best splurge seasonal degustation menu Everything beautifully executed carefully curated special occasions highly recommend Cantaloupe,3
91,1092,Cedric C.,Cantaloupe,big supporter molecular gastronomy movement Ive got nothing praises Chef Bauers Cantaloupe Modern fine dining creative concept excellent wine attentive service Great place celebrate special occasion Favourite dish actually deconstructed creme brûlée reminding us grant achatz creation dining scene KL grown significantly years proof,3
92,1072,YongJie L.,Cantaloupe,Cantaloupe fine dining restaurant located KL city best night view KLCC please prepared price well walk place usual dining expensive living luxury life LOL special occasion anniversary boyfriend thought somewhere special celebrate special day googled places made mind try Cantaloupe mostly due KLCC night view reviews quite positive night fantastic love ambience Cantaloupe grand classy quiet yet romantic think best place couples service really good waiters friendly able give advices good recommendation asking wine food good interesting quite impressed one starter looked like foams actually taste good took photos outside restaurant meal love everything night nice place bit pricey,3
93,1094,Azraai A.,Cantaloupe,recently went date guy knowing guys would always want impress first date right Well guy takes cake asked pick place said fine anything said wanted take Cantaloupe arrived little late due Friday traffic already waiting bar proceeded table balcony outside usually serve food since smokers made exception wine list impressive dishes share dinner place classy indeed could almost taste Champagne air wait staff attentive quick surprisingly good looking food tasty baby squid amongst things would recommend spinach cheese Bruschetta tasted anything quite phenomenal later tried make home taste quite Must adrenalin pumping veins night Well go second date know click Baby Squid Bruschetta,5
